amount,amount_to_average_ratio,new_recipient,recipient_transaction_count,transaction_velocity,hour_of_day,day_of_week,historical_average,historical_std,recent_suspicious_call,recent_suspicious_message,device_changed,location_anomaly,voice_risk,message_risk,scenario_type,is_fraud
6176.03,0.77,1,0,0.0545,12,4,8000.0,3200.0,0,0,0,0,2,15,NORMAL,0
6419.85,0.8,0,39,0.2443,16,2,8000.0,3200.0,0,0,0,0,9,5,NORMAL,0
12456.39,1.04,0,13,0.0971,8,0,12000.0,4800.0,0,0,0,0,9,5,NORMAL,0
1999.03,0.4,0,19,0.2482,22,0,5000.0,2000.0,0,0,1,0,5,1,NORMAL,0
1130.01,0.75,0,4,0.1527,19,6,1500.0,600.0,0,0,0,0,5,8,NORMAL,0
49907.55,4.16,1,0,0.4774,23,1,12000.0,4800.0,1,1,1,1,74,74,SUSPICIOUS,1
9667.25,1.21,0,23,0.1675,8,2,8000.0,3200.0,0,0,0,0,9,3,NORMAL,0
4489.31,0.9,0,19,0.1277,16,5,5000.0,2000.0,0,0,0,0,3,2,NORMAL,0
3445.66,1.15,0,27,0.1349,7,3,3000.0,1200.0,0,0,0,0,3,13,NORMAL,0
5876.38,1.18,0,34,0.0553,19,1,5000.0,2000.0,0,0,0,0,15,0,NORMAL,0
1460.91,0.97,0,4,0.1578,11,3,1500.0,600.0,0,0,0,0,2,12,NORMAL,0
5055.49,1.01,0,41,0.1465,17,4,5000.0,2000.0,0,0,0,0,0,3,NORMAL,0
3503.27,0.7,1,0,0.2465,9,3,5000.0,2000.0,0,0,1,0,11,11,NORMAL,0
2632.81,0.88,0,37,0.0642,9,1,3000.0,1200.0,0,0,1,0,15,15,NORMAL,0
16695.31,3.34,0,3,0.398,2,5,5000.0,2000.0,1,0,0,0,72,47,SUSPICIOUS,1
12545.17,1.05,0,7,0.1777,22,2,12000.0,4800.0,0,0,0,0,1,1,NORMAL,0
3178.91,1.06,0,36,0.2294,15,1,3000.0,1200.0,0,0,0,0,5,7,NORMAL,0
10854.33,3.62,1,0,0.2554,4,2,3000.0,1200.0,0,0,0,1,9,5,SUSPICIOUS,1
28023.67,3.5,1,0,0.4006,3,5,8000.0,3200.0,1,0,0,1,54,5,SUSPICIOUS,1
2631.01,0.88,0,11,0.1783,17,3,3000.0,1200.0,0,0,0,0,3,15,NORMAL,0
41106.81,8.22,1,0,0.6442,8,5,5000.0,2000.0,1,1,1,0,82,84,EXTREME,1
5788.59,0.48,0,7,0.1935,9,5,12000.0,4800.0,0,0,0,0,4,9,NORMAL,0
2013.89,0.67,0,12,0.1659,14,2,3000.0,1200.0,0,0,0,0,15,11,NORMAL,0
15583.57,1.3,0,3,0.1998,14,4,12000.0,4800.0,0,0,0,0,15,8,NORMAL,0
8061.86,5.37,1,0,0.4444,14,3,1500.0,600.0,1,0,0,0,58,8,SUSPICIOUS,1
11974.97,1.0,0,19,0.194,11,6,12000.0,4800.0,0,0,0,0,14,7,NORMAL,0
3177.16,1.06,0,16,0.0829,15,4,3000.0,1200.0,0,0,0,0,6,6,NORMAL,0
6726.79,0.84,0,16,0.1434,17,0,8000.0,3200.0,0,0,0,0,7,6,NORMAL,0
4539.91,0.57,0,9,0.0705,20,2,8000.0,3200.0,0,0,0,0,11,12,NORMAL,0
45491.04,5.69,0,1,0.3417,1,6,8000.0,3200.0,0,0,0,1,2,45,SUSPICIOUS,1
15787.28,5.26,1,0,0.3464,2,6,3000.0,1200.0,0,0,1,0,11,47,SUSPICIOUS,1
4070.94,0.81,0,5,0.1885,14,5,5000.0,2000.0,0,0,0,0,8,2,NORMAL,0
16128.72,5.38,1,0,0.5739,2,1,3000.0,1200.0,1,1,0,0,64,74,SUSPICIOUS,1
7138.58,0.89,0,4,0.242,19,4,8000.0,3200.0,0,0,0,1,12,13,NORMAL,0
6191.31,0.77,1,0,0.1707,20,6,8000.0,3200.0,0,0,0,0,9,13,NORMAL,0
9261.21,0.77,0,30,0.1057,20,4,12000.0,4800.0,0,0,0,0,3,5,NORMAL,0
10570.59,0.88,0,7,0.0581,7,1,12000.0,4800.0,0,0,0,0,9,6,NORMAL,0
8031.53,5.35,1,0,0.5735,23,1,1500.0,600.0,1,0,0,1,59,16,SUSPICIOUS,1
2387.45,0.8,1,0,0.2344,14,5,3000.0,1200.0,0,0,0,0,0,12,NORMAL,0
2756.75,0.92,0,40,0.1851,19,6,3000.0,1200.0,0,0,0,0,2,3,NORMAL,0
55361.62,11.07,1,0,1.0116,2,2,5000.0,2000.0,1,1,1,0,82,93,EXTREME,1
28676.5,5.74,0,3,0.55,3,4,5000.0,2000.0,1,0,0,1,58,19,SUSPICIOUS,1
30789.45,2.57,1,0,0.2014,19,0,12000.0,4800.0,0,0,0,0,45,40,SUSPICIOUS,0
4957.67,0.99,0,44,0.0799,9,1,5000.0,2000.0,0,0,0,0,8,14,NORMAL,0
1023.37,0.68,0,15,0.1581,14,0,1500.0,600.0,0,0,0,0,5,0,NORMAL,0
2880.2,0.58,0,11,0.09,20,0,5000.0,2000.0,0,0,0,1,13,1,NORMAL,0
9532.28,0.79,0,11,0.1967,13,5,12000.0,4800.0,0,0,0,0,5,2,NORMAL,0
644.26,0.43,1,0,0.243,10,0,1500.0,600.0,0,0,0,0,13,1,NORMAL,0
10619.46,0.88,0,32,0.182,16,5,12000.0,4800.0,0,0,0,0,4,1,NORMAL,0
7277.0,0.91,0,27,0.2172,20,5,8000.0,3200.0,0,0,0,0,7,3,NORMAL,0
2544.15,0.51,0,6,0.1653,15,1,5000.0,2000.0,0,0,0,0,4,6,NORMAL,0
9226.55,3.08,1,0,0.5555,19,6,3000.0,1200.0,0,0,0,0,20,0,SUSPICIOUS,1
2510.64,0.84,0,31,0.2311,18,0,3000.0,1200.0,0,0,0,0,8,9,NORMAL,0
8077.14,0.67,0,33,0.2361,16,5,12000.0,4800.0,0,0,1,0,6,13,NORMAL,0
7890.78,0.99,1,0,0.1901,22,5,8000.0,3200.0,0,0,0,0,12,7,NORMAL,0
2396.09,0.8,0,11,0.2166,17,3,3000.0,1200.0,0,0,0,0,11,8,NORMAL,0
9516.29,0.79,0,4,0.0615,13,6,12000.0,4800.0,0,0,0,0,3,0,NORMAL,0
5993.41,0.75,0,10,0.0764,13,1,8000.0,3200.0,0,0,0,0,10,13,NORMAL,0
14394.0,4.8,1,0,0.3167,2,1,3000.0,1200.0,0,1,0,0,39,56,SUSPICIOUS,1
3354.64,1.12,0,2,0.1163,19,6,3000.0,1200.0,0,0,0,1,10,14,NORMAL,0
7517.84,0.94,0,42,0.0718,10,3,8000.0,3200.0,0,0,0,0,8,7,NORMAL,0
7080.62,0.59,0,41,0.1527,13,5,12000.0,4800.0,0,0,0,0,0,7,NORMAL,0
7347.32,0.92,0,29,0.2388,7,6,8000.0,3200.0,0,0,0,0,4,12,NORMAL,0
9933.71,1.24,0,37,0.1126,10,3,8000.0,3200.0,0,0,0,0,13,13,NORMAL,0
90949.35,11.37,1,0,1.188,10,6,8000.0,3200.0,1,1,1,1,98,84,EXTREME,1
9521.57,1.19,0,29,0.1172,8,1,8000.0,3200.0,0,0,0,0,5,15,NORMAL,0
3149.6,0.63,0,19,0.2486,12,2,5000.0,2000.0,0,0,0,0,9,10,NORMAL,0
3516.44,0.7,0,44,0.1573,12,0,5000.0,2000.0,0,0,0,0,1,3,NORMAL,0
3420.3,0.29,0,12,0.2438,9,1,12000.0,4800.0,0,0,0,0,15,4,NORMAL,0
1293.07,0.86,0,28,0.197,14,2,1500.0,600.0,0,0,0,0,5,2,NORMAL,0
4347.46,0.87,0,32,0.0682,22,3,5000.0,2000.0,0,0,0,0,6,1,NORMAL,0
1379.3,0.92,0,19,0.0801,8,6,1500.0,600.0,0,0,0,1,15,14,NORMAL,0
7092.89,4.73,1,0,0.2356,23,1,1500.0,600.0,1,0,0,0,67,43,SUSPICIOUS,1
2217.63,0.44,0,29,0.2151,22,0,5000.0,2000.0,0,0,0,0,3,1,NORMAL,0
83161.93,6.93,1,0,0.6206,17,0,12000.0,4800.0,1,1,1,0,93,82,EXTREME,1
2530.93,0.51,0,29,0.0694,8,5,5000.0,2000.0,0,0,0,0,13,10,NORMAL,0
1849.51,0.62,0,22,0.2227,15,3,3000.0,1200.0,0,0,1,0,6,15,NORMAL,0
7876.41,5.25,1,0,0.2578,19,3,1500.0,600.0,0,0,0,1,16,43,SUSPICIOUS,1
80745.52,6.73,1,0,1.1298,1,3,12000.0,4800.0,1,1,1,1,100,89,EXTREME,1
10873.74,1.36,0,44,0.0835,10,1,8000.0,3200.0,0,0,0,0,6,10,NORMAL,0
2383.66,0.79,0,43,0.085,8,3,3000.0,1200.0,0,0,0,0,4,0,NORMAL,0
1330.64,0.89,0,4,0.1723,8,3,1500.0,600.0,0,0,0,0,7,15,NORMAL,0
9197.73,0.77,1,0,0.059,21,3,12000.0,4800.0,0,0,0,1,0,14,NORMAL,0
38031.91,4.75,1,0,0.3347,3,5,8000.0,3200.0,1,1,0,0,72,52,SUSPICIOUS,1
32835.86,2.74,1,0,0.2342,0,1,12000.0,4800.0,0,0,0,0,14,17,SUSPICIOUS,1
3981.72,0.8,0,23,0.1335,16,6,5000.0,2000.0,0,0,0,0,3,8,NORMAL,0
515.64,0.34,0,41,0.048,19,0,1500.0,600.0,0,0,0,1,7,13,NORMAL,0
661.04,0.44,0,26,0.2242,9,3,1500.0,600.0,0,0,0,0,6,3,NORMAL,0
3111.62,1.04,0,14,0.1012,12,4,3000.0,1200.0,0,0,0,0,0,8,NORMAL,0
7049.55,0.88,0,19,0.211,10,3,8000.0,3200.0,0,0,0,0,9,8,NORMAL,0
55027.7,11.01,1,0,0.9084,13,4,5000.0,2000.0,1,1,0,0,83,80,EXTREME,1
4037.14,0.81,0,21,0.1768,7,5,5000.0,2000.0,0,0,0,0,15,8,NORMAL,0
10698.42,0.89,0,3,0.129,10,1,12000.0,4800.0,0,0,0,0,11,14,NORMAL,0
1687.69,0.56,0,35,0.1916,11,2,3000.0,1200.0,0,0,0,0,14,2,NORMAL,0
5089.03,0.64,0,40,0.1224,17,0,8000.0,3200.0,0,0,0,0,0,0,NORMAL,0
9379.12,0.78,0,41,0.1336,20,2,12000.0,4800.0,0,0,0,0,14,0,NORMAL,0
4413.25,0.55,0,7,0.1247,19,0,8000.0,3200.0,0,0,0,0,4,9,NORMAL,0
3133.66,0.39,0,24,0.0535,18,0,8000.0,3200.0,0,0,0,0,13,4,NORMAL,0
2415.99,0.81,0,8,0.2052,15,1,3000.0,1200.0,0,0,0,0,4,9,NORMAL,0
8305.78,1.04,0,9,0.0842,9,4,8000.0,3200.0,0,0,0,0,8,0,NORMAL,0
7252.48,0.91,0,23,0.184,8,6,8000.0,3200.0,0,0,0,0,1,4,NORMAL,0
3388.45,1.13,0,30,0.0614,10,0,3000.0,1200.0,0,0,0,0,4,3,NORMAL,0
2084.38,0.42,0,34,0.1012,13,3,5000.0,2000.0,0,0,0,0,5,12,NORMAL,0
15000.0,5.0,1,0,0.5773,22,2,3000.0,1200.0,1,1,1,0,98,78,EXTREME,1
7527.92,5.02,1,0,0.335,2,0,1500.0,600.0,0,1,1,1,7,61,SUSPICIOUS,1
9020.4,0.75,0,6,0.1053,12,6,12000.0,4800.0,0,0,0,0,7,2,NORMAL,0
3678.76,0.74,0,39,0.1852,7,2,5000.0,2000.0,0,0,0,0,7,2,NORMAL,0
7681.66,2.56,1,0,0.3257,3,4,3000.0,1200.0,1,1,0,0,54,50,SUSPICIOUS,0
746.91,0.5,0,40,0.1796,13,4,1500.0,600.0,0,0,0,1,14,8,NORMAL,0
5003.63,1.0,0,7,0.0952,21,3,5000.0,2000.0,0,0,0,1,8,5,NORMAL,0
1055.1,0.7,0,5,0.215,10,4,1500.0,600.0,0,0,0,0,15,1,NORMAL,0
8225.36,0.69,0,36,0.0814,11,6,12000.0,4800.0,0,0,0,0,8,1,NORMAL,0
137373.11,11.45,1,0,0.4702,13,4,12000.0,4800.0,1,1,1,1,81,84,EXTREME,1
6834.36,0.57,0,38,0.1374,18,5,12000.0,4800.0,0,0,0,0,1,14,NORMAL,0
14758.01,1.23,0,3,0.1305,18,5,12000.0,4800.0,0,0,0,0,1,10,NORMAL,0
2637.5,0.88,0,3,0.0505,11,3,3000.0,1200.0,0,0,0,0,15,2,NORMAL,0
10339.83,1.29,0,16,0.1818,17,2,8000.0,3200.0,0,0,0,0,6,2,NORMAL,0
22631.62,2.83,1,0,0.3629,1,2,8000.0,3200.0,0,0,0,0,5,3,SUSPICIOUS,1
8041.24,2.68,1,0,0.318,4,4,3000.0,1200.0,1,1,0,0,72,75,SUSPICIOUS,1
1616.24,1.08,0,28,0.203,10,4,1500.0,600.0,0,0,1,0,11,14,NORMAL,0
1245.78,0.83,0,12,0.0526,22,1,1500.0,600.0,0,0,0,0,14,13,NORMAL,0
7899.15,0.99,0,40,0.1106,17,3,8000.0,3200.0,0,0,0,0,5,1,NORMAL,0
1485.46,0.5,0,22,0.0551,19,3,3000.0,1200.0,0,0,0,0,7,15,NORMAL,0
27142.21,5.43,0,1,0.3593,3,2,5000.0,2000.0,0,0,0,1,7,47,SUSPICIOUS,1
3909.25,2.61,1,0,0.4415,2,4,1500.0,600.0,0,1,0,0,16,57,SUSPICIOUS,1
1359.0,0.91,1,0,0.0799,17,4,1500.0,600.0,0,0,0,0,0,14,NORMAL,0
796.09,0.53,0,7,0.0749,15,5,1500.0,600.0,0,0,0,0,10,7,NORMAL,0
135563.96,11.3,1,0,0.7013,16,5,12000.0,4800.0,1,1,1,0,89,80,EXTREME,1
35311.49,4.41,1,0,0.3669,2,6,8000.0,3200.0,0,1,1,1,38,68,SUSPICIOUS,1
2896.01,0.58,0,4,0.1488,17,0,5000.0,2000.0,0,0,0,0,0,14,NORMAL,0
1922.85,0.64,0,29,0.1506,20,0,3000.0,1200.0,0,0,0,0,9,9,NORMAL,0
3917.71,0.78,0,30,0.1136,14,0,5000.0,2000.0,0,0,0,0,1,1,NORMAL,0
46736.17,5.84,1,0,0.3774,2,3,8000.0,3200.0,0,1,0,1,39,78,SUSPICIOUS,1
18619.75,3.72,1,0,0.4717,23,1,5000.0,2000.0,0,1,0,1,15,57,SUSPICIOUS,1
3831.75,0.77,0,28,0.212,20,4,5000.0,2000.0,0,0,0,0,9,5,NORMAL,0
4957.04,0.99,0,12,0.2231,13,6,5000.0,2000.0,0,0,1,0,4,8,NORMAL,0
7839.69,2.61,1,0,0.4335,1,1,3000.0,1200.0,1,1,0,0,72,79,SUSPICIOUS,1
29699.33,5.94,1,0,0.2594,3,4,5000.0,2000.0,1,0,1,0,54,18,SUSPICIOUS,1
5864.34,1.17,1,0,0.1328,22,6,5000.0,2000.0,0,0,0,0,8,3,NORMAL,0
8975.12,2.99,1,0,0.5273,1,0,3000.0,1200.0,1,0,1,0,62,14,SUSPICIOUS,1
23400.9,4.68,1,0,0.3656,3,6,5000.0,2000.0,1,0,0,1,64,14,SUSPICIOUS,1
7414.01,0.93,0,26,0.1326,13,0,8000.0,3200.0,0,0,0,0,14,4,NORMAL,0
85965.59,10.75,1,0,0.5405,20,4,8000.0,3200.0,1,1,0,1,84,85,EXTREME,1
15000.0,10.0,1,0,0.8104,8,6,1500.0,600.0,1,1,1,0,92,79,EXTREME,1
2549.54,0.85,0,44,0.1328,19,1,3000.0,1200.0,0,0,0,0,11,14,NORMAL,0
3447.47,1.15,0,41,0.0779,19,3,3000.0,1200.0,0,0,0,0,8,10,NORMAL,0
4262.53,0.85,0,16,0.0652,12,4,5000.0,2000.0,0,0,0,0,3,11,NORMAL,0
34002.11,4.25,1,0,0.2942,2,4,8000.0,3200.0,0,0,0,0,9,0,SUSPICIOUS,1
5422.61,0.68,0,44,0.1328,16,0,8000.0,3200.0,0,0,0,0,15,4,NORMAL,0
1234.02,0.82,0,8,0.1479,22,0,1500.0,600.0,0,0,0,0,15,0,NORMAL,0
1527.1,1.02,0,12,0.1429,10,0,1500.0,600.0,0,0,0,0,11,5,NORMAL,0
11348.48,1.42,0,15,0.2434,20,0,8000.0,3200.0,0,0,1,0,7,5,NORMAL,0
43554.6,5.44,0,1,0.2776,2,5,8000.0,3200.0,0,0,0,0,41,18,SUSPICIOUS,1
11205.53,0.93,0,7,0.2079,9,1,12000.0,4800.0,0,0,0,0,0,15,NORMAL,0
7939.87,5.29,0,3,0.362,1,4,1500.0,600.0,1,0,0,1,62,19,SUSPICIOUS,1
3484.77,1.16,0,33,0.0599,15,0,3000.0,1200.0,0,0,0,0,13,5,NORMAL,0
50705.4,4.23,1,0,0.2861,2,0,12000.0,4800.0,0,0,1,0,4,48,SUSPICIOUS,1
6376.44,0.53,0,43,0.2412,19,6,12000.0,4800.0,0,0,0,0,4,14,NORMAL,0
5734.33,0.72,0,18,0.2424,11,4,8000.0,3200.0,0,0,0,0,8,4,NORMAL,0
967.78,0.65,0,34,0.2173,7,2,1500.0,600.0,0,0,0,0,9,11,NORMAL,0
1879.64,0.63,1,0,0.0622,19,4,3000.0,1200.0,0,0,0,0,15,7,NORMAL,0
2869.97,0.57,0,34,0.1358,10,5,5000.0,2000.0,0,0,0,0,11,4,NORMAL,0
9123.01,1.14,0,8,0.2442,11,5,8000.0,3200.0,0,0,0,0,11,7,NORMAL,0
9645.37,0.8,1,0,0.1432,13,3,12000.0,4800.0,0,0,0,0,13,8,NORMAL,0
1907.14,1.27,0,10,0.1885,19,0,1500.0,600.0,0,0,0,0,0,2,NORMAL,0
23501.03,7.83,1,0,0.6522,21,2,3000.0,1200.0,1,1,0,0,86,89,EXTREME,1
17753.68,5.92,1,0,0.4506,19,1,3000.0,1200.0,0,1,0,1,5,59,SUSPICIOUS,1
5507.52,0.69,0,30,0.0845,9,2,8000.0,3200.0,0,0,0,0,4,6,NORMAL,0
112696.18,9.39,1,0,0.5915,1,3,12000.0,4800.0,1,1,0,0,82,92,EXTREME,1
2234.23,0.74,0,33,0.1242,15,3,3000.0,1200.0,0,0,1,0,9,13,NORMAL,0
29819.03,5.96,1,0,0.2318,0,3,5000.0,2000.0,0,0,0,0,37,19,SUSPICIOUS,1
5707.35,0.48,0,9,0.0825,18,6,12000.0,4800.0,0,0,0,0,13,0,NORMAL,0
5248.84,1.05,0,2,0.1245,9,0,5000.0,2000.0,0,0,0,0,13,10,NORMAL,0
24515.64,4.9,0,3,0.3597,3,5,5000.0,2000.0,0,1,0,1,13,54,SUSPICIOUS,1
4257.66,0.85,0,13,0.1912,7,1,5000.0,2000.0,0,0,0,0,15,8,NORMAL,0
18797.67,6.27,1,0,0.4445,22,4,3000.0,1200.0,1,1,0,0,86,84,EXTREME,1
25044.76,5.01,1,0,0.5391,0,6,5000.0,2000.0,0,0,1,0,36,44,SUSPICIOUS,1
3237.86,0.65,1,0,0.0447,21,2,5000.0,2000.0,0,0,0,0,3,11,NORMAL,0
4979.22,1.0,0,20,0.1923,22,5,5000.0,2000.0,0,0,0,0,8,3,NORMAL,0
3964.6,0.79,0,3,0.1353,22,3,5000.0,2000.0,0,0,0,0,8,9,NORMAL,0
65536.31,5.46,1,0,0.6433,3,4,12000.0,4800.0,1,1,1,1,92,79,EXTREME,1
16290.77,10.86,1,0,1.0131,12,2,1500.0,600.0,1,1,1,0,89,93,EXTREME,1
1505.95,1.0,0,29,0.0506,12,5,1500.0,600.0,0,0,0,0,4,4,NORMAL,0
3246.42,0.65,0,29,0.1435,12,3,5000.0,2000.0,0,0,0,0,12,4,NORMAL,0
1288.04,0.86,0,36,0.248,9,6,1500.0,600.0,0,0,0,0,9,1,NORMAL,0
7118.98,0.89,0,43,0.2347,19,0,8000.0,3200.0,0,0,0,0,9,13,NORMAL,0
7383.05,4.92,0,1,0.5273,14,4,1500.0,600.0,1,0,1,1,58,45,SUSPICIOUS,1
11291.91,0.94,0,33,0.0425,15,2,12000.0,4800.0,0,0,0,0,9,15,NORMAL,0
9755.33,0.81,0,6,0.0878,8,2,12000.0,4800.0,0,0,0,0,1,1,NORMAL,0
11715.78,0.98,0,16,0.1067,17,5,12000.0,4800.0,0,0,0,0,15,3,NORMAL,0
9098.93,0.76,0,7,0.1651,12,5,12000.0,4800.0,0,0,0,0,2,4,NORMAL,0
3761.99,0.75,0,23,0.085,11,5,5000.0,2000.0,0,0,0,0,9,3,NORMAL,0
5278.8,0.66,0,44,0.0495,17,3,8000.0,3200.0,0,0,0,0,13,1,NORMAL,0
15000.0,10.0,1,0,0.812,10,6,1500.0,600.0,1,1,1,1,89,72,EXTREME,1
1489.1,0.99,0,3,0.0589,8,1,1500.0,600.0,0,0,0,0,12,2,NORMAL,0
25107.28,5.02,1,0,0.5708,19,5,5000.0,2000.0,0,0,1,0,20,43,SUSPICIOUS,1
11236.86,0.94,0,28,0.1009,20,4,12000.0,4800.0,0,0,0,0,0,0,NORMAL,0
10013.73,0.83,0,11,0.1199,17,5,12000.0,4800.0,0,0,0,0,3,11,NORMAL,0
27743.05,3.47,1,0,0.2808,2,6,8000.0,3200.0,0,1,1,0,3,50,SUSPICIOUS,1
92522.42,11.57,1,0,0.7323,16,0,8000.0,3200.0,1,1,1,1,85,89,EXTREME,1
9919.17,0.83,0,38,0.1878,21,2,12000.0,4800.0,0,0,0,0,5,13,NORMAL,0
6818.45,0.85,1,0,0.0519,20,1,8000.0,3200.0,0,0,0,0,9,9,NORMAL,0
2109.98,0.7,0,4,0.1892,9,5,3000.0,1200.0,0,0,1,0,2,13,NORMAL,0
5297.67,0.66,0,45,0.0917,17,5,8000.0,3200.0,0,0,0,0,13,2,NORMAL,0
945.11,0.63,1,0,0.2014,13,3,1500.0,600.0,0,0,0,0,8,4,NORMAL,0
1209.65,0.81,0,41,0.2343,19,0,1500.0,600.0,0,0,0,0,1,15,NORMAL,0
2088.59,0.26,0,25,0.116,17,3,8000.0,3200.0,0,0,0,0,4,6,NORMAL,0
9949.17,1.24,0,28,0.218,9,5,8000.0,3200.0,0,0,0,0,9,10,NORMAL,0
64843.91,5.4,0,3,0.4926,23,0,12000.0,4800.0,0,0,0,0,17,0,SUSPICIOUS,1
1437.13,0.96,0,3,0.2191,11,3,1500.0,600.0,0,0,0,0,12,4,NORMAL,0
4037.42,2.69,1,0,0.5411,0,4,1500.0,600.0,0,0,0,1,37,40,SUSPICIOUS,1
7069.03,0.88,0,41,0.1966,21,5,8000.0,3200.0,0,0,0,0,0,13,NORMAL,0
10916.21,0.91,1,0,0.2476,9,0,12000.0,4800.0,0,0,0,0,15,4,NORMAL,0
63710.61,7.96,1,0,0.5408,16,2,8000.0,3200.0,1,1,1,0,91,73,EXTREME,1
797.31,0.53,0,18,0.0826,16,6,1500.0,600.0,0,0,0,0,2,14,NORMAL,0
15000.0,10.0,1,0,0.9222,10,6,1500.0,600.0,1,1,1,0,95,90,EXTREME,1
2624.26,0.87,0,43,0.2071,15,1,3000.0,1200.0,0,0,0,0,15,9,NORMAL,0
2158.19,0.72,0,37,0.2411,13,4,3000.0,1200.0,0,0,0,0,5,12,NORMAL,0
8499.56,0.71,0,16,0.0929,9,0,12000.0,4800.0,0,0,0,0,11,4,NORMAL,0
7161.74,4.77,1,0,0.2197,4,1,1500.0,600.0,0,0,0,0,0,43,SUSPICIOUS,1
8421.83,1.05,0,19,0.1474,19,6,8000.0,3200.0,0,0,0,0,5,14,NORMAL,0
2502.73,0.83,0,17,0.0478,11,5,3000.0,1200.0,0,0,0,0,4,8,NORMAL,0
7231.77,0.9,0,25,0.1139,13,3,8000.0,3200.0,0,0,0,0,15,7,NORMAL,0
5289.43,1.06,0,6,0.0619,11,0,5000.0,2000.0,0,0,0,0,5,13,NORMAL,0
7042.52,0.88,1,0,0.1634,8,3,8000.0,3200.0,0,0,0,0,6,11,NORMAL,0
1182.13,0.79,0,42,0.2184,20,6,1500.0,600.0,0,0,0,0,13,6,NORMAL,0
2761.03,0.92,0,44,0.2072,18,3,3000.0,1200.0,0,0,0,0,14,9,NORMAL,0
34307.27,4.29,1,0,0.7163,4,1,8000.0,3200.0,1,1,1,0,91,83,EXTREME,1
1468.56,0.98,0,14,0.063,9,6,1500.0,600.0,0,0,0,0,2,9,NORMAL,0
68778.03,5.73,1,0,0.5364,0,1,12000.0,4800.0,1,1,0,1,52,56,SUSPICIOUS,1
34791.68,6.96,1,0,0.5114,4,3,5000.0,2000.0,1,1,1,0,82,89,EXTREME,1
8930.85,1.12,0,7,0.1809,16,5,8000.0,3200.0,0,0,0,0,12,5,NORMAL,0
10591.01,1.32,0,14,0.2466,16,2,8000.0,3200.0,0,0,0,0,6,3,NORMAL,0
1218.63,0.81,0,29,0.1311,8,6,1500.0,600.0,0,0,0,0,8,0,NORMAL,0
1350.01,0.9,0,37,0.1627,14,5,1500.0,600.0,0,0,1,0,13,14,NORMAL,0
1249.87,0.83,0,7,0.152,15,5,1500.0,600.0,0,0,0,0,14,9,NORMAL,0
1077.11,0.72,0,45,0.2458,9,5,1500.0,600.0,0,0,0,0,5,4,NORMAL,0
2840.89,0.57,0,13,0.0865,21,1,5000.0,2000.0,0,0,0,0,9,9,NORMAL,0
3686.57,0.74,0,16,0.1458,13,2,5000.0,2000.0,0,0,0,0,15,13,NORMAL,0
4194.88,0.35,0,14,0.0718,17,1,12000.0,4800.0,0,0,0,0,15,15,NORMAL,0
3013.07,1.0,0,30,0.0533,16,4,3000.0,1200.0,0,0,0,0,8,7,NORMAL,0
28439.14,5.69,1,0,0.3618,14,0,5000.0,2000.0,0,1,0,0,49,63,SUSPICIOUS,1
8179.76,0.68,0,38,0.1638,8,1,12000.0,4800.0,0,0,0,0,8,15,NORMAL,0
3612.39,0.72,0,38,0.1134,17,1,5000.0,2000.0,0,0,0,0,3,3,NORMAL,0
1049.62,0.7,0,5,0.2091,13,1,1500.0,600.0,0,0,0,0,2,5,NORMAL,0
10763.1,1.35,0,43,0.2273,20,1,8000.0,3200.0,0,0,0,0,11,2,NORMAL,0
1395.26,0.47,0,8,0.1743,11,6,3000.0,1200.0,0,0,0,0,7,6,NORMAL,0
4961.67,0.99,0,11,0.1771,10,0,5000.0,2000.0,0,0,0,0,1,14,NORMAL,0
10358.02,0.86,0,44,0.1772,22,0,12000.0,4800.0,0,0,0,0,0,11,NORMAL,0
3068.91,0.61,0,37,0.2246,8,4,5000.0,2000.0,0,0,0,0,12,13,NORMAL,0
1321.48,0.88,0,15,0.1706,19,1,1500.0,600.0,0,0,0,0,4,7,NORMAL,0
3868.55,1.29,0,29,0.1603,15,4,3000.0,1200.0,0,0,0,0,9,13,NORMAL,0
11882.04,0.99,0,11,0.0432,16,4,12000.0,4800.0,0,0,0,0,11,1,NORMAL,0
4778.01,0.96,0,7,0.1258,8,6,5000.0,2000.0,0,0,0,0,15,15,NORMAL,0
2772.31,0.55,0,10,0.0484,19,3,5000.0,2000.0,0,0,0,0,4,14,NORMAL,0
3254.4,0.65,0,33,0.0424,11,6,5000.0,2000.0,0,0,0,0,1,0,NORMAL,0
3853.85,0.48,0,35,0.1475,11,1,8000.0,3200.0,0,0,0,0,15,4,NORMAL,0
10457.45,0.87,0,6,0.1439,17,4,12000.0,4800.0,0,0,0,0,15,15,NORMAL,0
4304.74,0.86,0,27,0.2312,19,3,5000.0,2000.0,0,0,0,0,14,0,NORMAL,0
12143.77,4.05,0,2,0.5289,0,1,3000.0,1200.0,0,0,0,0,42,18,SUSPICIOUS,1
40758.06,5.09,0,1,0.2745,23,3,8000.0,3200.0,0,1,1,0,46,79,SUSPICIOUS,1
4312.97,0.54,0,36,0.0862,8,3,8000.0,3200.0,0,0,0,0,4,12,NORMAL,0
2011.24,0.67,0,21,0.0554,22,6,3000.0,1200.0,0,0,0,0,15,14,NORMAL,0
10555.38,0.88,0,19,0.0655,14,3,12000.0,4800.0,0,0,0,0,0,1,NORMAL,0
